document_number,title,type,publication_date,abstract,agency_names,agencies_full,html_url,pdf_url,public_inspection_pdf_url,source,text,has_abstract,title_length,abstract_length,agency_count,policy_stage,industry_tags,states,policy_stage_score,industry_score,text_score,geography_score,opportunity_score
2026-06145,Securities Investor Protection Corporation; Order Approving the Determination of the Board of Directors of the Securities Investor Protection Corporation Not To Adjust for Inflation the Standard Maximum Cash Advance Amount and Notice of the Standard Maximum Cash Advance Amount,Notice,2026-03-31,,Securities and Exchange Commission,"[{""raw_name"": ""SECURITIES AND EXCHANGE COMMISSION"", ""name"": ""Securities and Exchange Commission"", ""id"": 466, ""url"": ""https://www.federalregister.gov/agencies/securities-and-exchange-commission"", ""json_url"": ""https://www.federalregister.gov/api/v1/agencies/466"", ""parent_id"": null, ""slug"": ""securities-and-exchange-commission""}]",https://www.federalregister.gov/documents/2026/03/31/2026-06145/securities-investor-protection-corporation-order-approving-the-determination-of-the-board-of,https://www.govinfo.gov/content/pkg/FR-2026-03-31/pdf/2026-06145.pdf,https://public-inspection.federalregister.gov/2026-06145.pdf?1774874711,federal_register,Securities Investor Protection Corporation; Order Approving the Determination of the Board of Directors of the Securities Investor Protection Corporation Not To Adjust for Inflation the Standard Maximum Cash Advance Amount and Notice of the Standard Maximum Cash Advance Amount ,False,277,0,1,Notice,[],[],1,0,0,0,1
2026-06149,Self-Regulatory Organizations; Texas Stock Exchange LLC; Notice of Filing and Immediate Effectiveness of a Proposed Rule Change To Implement a Warrant Performance Incentive Program,Notice,2026-03-31,,Securities and Exchange Commission,"[{""raw_name"": ""SECURITIES AND EXCHANGE COMMISSION"", ""name"": ""Securities and Exchange Commission"", ""id"": 466, ""url"": ""https://www.federalregister.gov/agencies/securities-and-exchange-commission"", ""json_url"": ""https://www.federalregister.gov/api/v1/agencies/466"", ""parent_id"": null, ""slug"": ""securities-and-exchange-commission""}]",https://www.federalregister.gov/documents/2026/03/31/2026-06149/self-regulatory-organizations-texas-stock-exchange-llc-notice-of-filing-and-immediate-effectiveness,https://www.govinfo.gov/content/pkg/FR-2026-03-31/pdf/2026-06149.pdf,https://public-inspection.federalregister.gov/2026-06149.pdf?1774874711,federal_register,Self-Regulatory Organizations; Texas Stock Exchange LLC; Notice of Filing and Immediate Effectiveness of a Proposed Rule Change To Implement a Warrant Performance Incentive Program ,False,180,0,1,Notice,[],[],1,0,0,0,1
2026-06203,"Commission Information Collection Activities (FERC-552, FERC-549E); Consolidated Comment Request; Extension",Notice,2026-03-31,"In compliance with the requirements of the Paperwork Reduction Act of 1995, 44 U.S.C. 3506(c)(2)(A), the Federal Energy Regulatory Commission (Commission or FERC) is soliciting public comment on the currently approved information collections, FERC-552, Annual Report of Natural Gas Transactions, and FERC-549E, Price Index Data Providers and Developers. There is no change to the information collection requirements for FERC-552 or FERC-549E. The Commission received one comment on the 60-day notice.","Energy Department, Federal Energy Regulatory Commission","[{""raw_name"": ""DEPARTMENT OF ENERGY"", ""name"": ""Energy Department"", ""id"": 136, ""url"": ""https://www.federalregister.gov/agencies/energy-department"", ""json_url"": ""https://www.federalregister.gov/api/v1/agencies/136"", ""parent_id"": null, ""slug"": ""energy-department""}, {""raw_name"": ""Federal Energy Regulatory Commission"", ""name"": ""Federal Energy Regulatory Commission"", ""id"": 167, ""url"": ""https://www.federalregister.gov/agencies/federal-energy-regulatory-commission"", ""json_url"": ""https://www.federalregister.gov/api/v1/agencies/167"", ""parent_id"": 136, ""slug"": ""federal-energy-regulatory-commission""}]",https://www.federalregister.gov/documents/2026/03/31/2026-06203/commission-information-collection-activities-ferc-552-ferc-549e-consolidated-comment-request,https://www.govinfo.gov/content/pkg/FR-2026-03-31/pdf/2026-06203.pdf,https://public-inspection.federalregister.gov/2026-06203.pdf?1774874717,federal_register,"Commission Information Collection Activities (FERC-552, FERC-549E); Consolidated Comment Request; Extension In compliance with the requirements of the Paperwork Reduction Act of 1995, 44 U.S.C. 3506(c)(2)(A), the Federal Energy Regulatory Commission (Commission or FERC) is soliciting public comment on the currently approved information collections, FERC-552, Annual Report of Natural Gas Transactions, and FERC-549E, Price Index Data Providers and Developers. There is no change to the information collection requirements for FERC-552 or FERC-549E. The Commission received one comment on the 60-day notice.",True,107,500,2,Notice,"['energy', 'housing']",[],1,5,2,0,8
2026-06196,General Reclamation Requirements,Rule,2026-03-31,"The Office of Surface Mining Reclamation and Enforcement (OSM) is confirming the effective date of March 30, 2026, for the direct final rule entitled, ""General Reclamation Requirements,"" which was published in the Federal Register on November 28, 2025. The direct final rule revised the Federal regulations to rescind obsolete language requiring compliance with the regulations when funding reclamation projects with prior balance replacement funds, which are moneys from the United States Treasury's General Fund that replaced State or Tribal share funds that were allocated before October 1, 2007, but were never appropriated by Congress. During the comment period, OSM received comments that required further review and consideration to determine whether the comments warranted a response, or the withdrawal or modification of the final rule. After further review and consideration, OSM determined that these comments were not significant adverse comments and is confirming the effective date.","Interior Department, Surface Mining Reclamation and Enforcement Office","[{""raw_name"": ""DEPARTMENT OF THE INTERIOR"", ""name"": ""Interior Department"", ""id"": 253, ""url"": ""https://www.federalregister.gov/agencies/interior-department"", ""json_url"": ""https://www.federalregister.gov/api/v1/agencies/253"", ""parent_id"": null, ""slug"": ""interior-department""}, {""raw_name"": ""Office of Surface Mining Reclamation and Enforcement"", ""name"": ""Surface Mining Reclamation and Enforcement Office"", ""id"": 480, ""url"": ""https://www.federalregister.gov/agencies/surface-mining-reclamation-and-enforcement-office"", ""json_url"": ""https://www.federalregister.gov/api/v1/agencies/480"", ""parent_id"": 253, ""slug"": ""surface-mining-reclamation-and-enforcement-office""}]",https://www.federalregister.gov/documents/2026/03/31/2026-06196/general-reclamation-requirements,https://www.govinfo.gov/content/pkg/FR-2026-03-31/pdf/2026-06196.pdf,https://public-inspection.federalregister.gov/2026-06196.pdf?1774874716,federal_register,"General Reclamation Requirements The Office of Surface Mining Reclamation and Enforcement (OSM) is confirming the effective date of March 30, 2026, for the direct final rule entitled, ""General Reclamation Requirements,"" which was published in the Federal Register on November 28, 2025. The direct final rule revised the Federal regulations to rescind obsolete language requiring compliance with the regulations when funding reclamation projects with prior balance replacement funds, which are moneys from the United States Treasury's General Fund that replaced State or Tribal share funds that were allocated before October 1, 2007, but were never appropriated by Congress. During the comment period, OSM received comments that required further review and consideration to determine whether the comments warranted a response, or the withdrawal or modification of the final rule. After further review and consideration, OSM determined that these comments were not significant adverse comments and is confirming the effective date.",True,32,996,2,Rule,[],[],3,0,2,0,5
2026-06197,Backfilling and Grading,Rule,2026-03-31,"The Office of Surface Mining Reclamation and Enforcement (OSM) is confirming the effective date of the direct final rule entitled, ""Backfilling and Grading,"" which was originally published on November 28, 2025. The direct final rule rescinded a regulation that prescribed time and distance performance standards for the completion of rough backfilling and grading for surface mining operations that were suspended by the Secretary of the Interior in 1992 but never removed from the Code of Federal Regulations. During the comment period, OSM received two comments that required further review and consideration to determine whether the comments warranted a response or the withdrawal or modification of the final rule. After further review and consideration, OSM determined that these comments were not significant adverse comments and is confirming the effective date of this rule.","Interior Department, Surface Mining Reclamation and Enforcement Office","[{""raw_name"": ""DEPARTMENT OF THE INTERIOR"", ""name"": ""Interior Department"", ""id"": 253, ""url"": ""https://www.federalregister.gov/agencies/interior-department"", ""json_url"": ""https://www.federalregister.gov/api/v1/agencies/253"", ""parent_id"": null, ""slug"": ""interior-department""}, {""raw_name"": ""Office of Surface Mining Reclamation and Enforcement"", ""name"": ""Surface Mining Reclamation and Enforcement Office"", ""id"": 480, ""url"": ""https://www.federalregister.gov/agencies/surface-mining-reclamation-and-enforcement-office"", ""json_url"": ""https://www.federalregister.gov/api/v1/agencies/480"", ""parent_id"": 253, ""slug"": ""surface-mining-reclamation-and-enforcement-office""}]",https://www.federalregister.gov/documents/2026/03/31/2026-06197/backfilling-and-grading,https://www.govinfo.gov/content/pkg/FR-2026-03-31/pdf/2026-06197.pdf,https://public-inspection.federalregister.gov/2026-06197.pdf?1774874716,federal_register,"Backfilling and Grading The Office of Surface Mining Reclamation and Enforcement (OSM) is confirming the effective date of the direct final rule entitled, ""Backfilling and Grading,"" which was originally published on November 28, 2025. The direct final rule rescinded a regulation that prescribed time and distance performance standards for the completion of rough backfilling and grading for surface mining operations that were suspended by the Secretary of the Interior in 1992 but never removed from the Code of Federal Regulations. During the comment period, OSM received two comments that required further review and consideration to determine whether the comments warranted a response or the withdrawal or modification of the final rule. After further review and consideration, OSM determined that these comments were not significant adverse comments and is confirming the effective date of this rule.",True,23,882,2,Rule,[],[],3,0,2,0,5
2026-06167,Agency Information Collection Activities: USDA Professional Standards Trainings and Tracker Tool (PSTTT),Notice,2026-03-31,"In accordance with the Paperwork Reduction Act of 1995, this notice invites the general public and other public agencies to comment on this proposed information collection. This collection is an extension, without change, of a currently approved collection for assisting State agencies and school nutrition professionals in searching for trainings, recording, tracking, and managing the required training hours for State and local school district nutrition professionals, in four major areas (nutrition, operations, administration, and communications and marketing), to meet the requirements of the Healthy Hunger Free Kids Act (HHFKA) of 2010 Professional Standards Rule.","Agriculture Department, Food and Nutrition Service","[{""raw_name"": ""DEPARTMENT OF AGRICULTURE"", ""name"": ""Agriculture Department"", ""id"": 12, ""url"": ""https://www.federalregister.gov/agencies/agriculture-department"", ""json_url"": ""https://www.federalregister.gov/api/v1/agencies/12"", ""parent_id"": null, ""slug"": ""agriculture-department""}, {""raw_name"": ""Food and Nutrition Service"", ""name"": ""Food and Nutrition Service"", ""id"": 200, ""url"": ""https://www.federalregister.gov/agencies/food-and-nutrition-service"", ""json_url"": ""https://www.federalregister.gov/api/v1/agencies/200"", ""parent_id"": 12, ""slug"": ""food-and-nutrition-service""}]",https://www.federalregister.gov/documents/2026/03/31/2026-06167/agency-information-collection-activities-usda-professional-standards-trainings-and-tracker-tool,https://www.govinfo.gov/content/pkg/FR-2026-03-31/pdf/2026-06167.pdf,https://public-inspection.federalregister.gov/2026-06167.pdf?1774874713,federal_register,"Agency Information Collection Activities: USDA Professional Standards Trainings and Tracker Tool (PSTTT) In accordance with the Paperwork Reduction Act of 1995, this notice invites the general public and other public agencies to comment on this proposed information collection. This collection is an extension, without change, of a currently approved collection for assisting State agencies and school nutrition professionals in searching for trainings, recording, tracking, and managing the required training hours for State and local school district nutrition professionals, in four major areas (nutrition, operations, administration, and communications and marketing), to meet the requirements of the Healthy Hunger Free Kids Act (HHFKA) of 2010 Professional Standards Rule.",True,104,672,2,Notice,"['healthcare', 'housing']",[],1,4,2,0,7
2026-06211,30-Day Notice of Proposed Information Collection: Request for Commodity Jurisdiction Determination,Notice,2026-03-31,"The Department of State has submitted the information collection described below to the Office of Management and Budget (OMB) for approval. In accordance with the Paperwork Reduction Act of 1995, we are requesting comments on this collection from all interested individuals and organizations. The purpose of this Notice is to allow 30 days for public comment.",State Department,"[{""raw_name"": ""DEPARTMENT OF STATE"", ""name"": ""State Department"", ""id"": 476, ""url"": ""https://www.federalregister.gov/agencies/state-department"", ""json_url"": ""https://www.federalregister.gov/api/v1/agencies/476"", ""parent_id"": null, ""slug"": ""state-department""}]",https://www.federalregister.gov/documents/2026/03/31/2026-06211/30-day-notice-of-proposed-information-collection-request-for-commodity-jurisdiction-determination,https://www.govinfo.gov/content/pkg/FR-2026-03-31/pdf/2026-06211.pdf,https://public-inspection.federalregister.gov/2026-06211.pdf?1774874718,federal_register,"30-Day Notice of Proposed Information Collection: Request for Commodity Jurisdiction Determination The Department of State has submitted the information collection described below to the Office of Management and Budget (OMB) for approval. In accordance with the Paperwork Reduction Act of 1995, we are requesting comments on this collection from all interested individuals and organizations. The purpose of this Notice is to allow 30 days for public comment.",True,98,359,1,Notice,['environment'],[],1,2,1,0,4
2026-06185,Combined Notice of Filings #1,Notice,2026-03-31,,"Energy Department, Federal Energy Regulatory Commission","[{""raw_name"": ""DEPARTMENT OF ENERGY"", ""name"": ""Energy Department"", ""id"": 136, ""url"": ""https://www.federalregister.gov/agencies/energy-department"", ""json_url"": ""https://www.federalregister.gov/api/v1/agencies/136"", ""parent_id"": null, ""slug"": ""energy-department""}, {""raw_name"": ""Federal Energy Regulatory Commission"", ""name"": ""Federal Energy Regulatory Commission"", ""id"": 167, ""url"": ""https://www.federalregister.gov/agencies/federal-energy-regulatory-commission"", ""json_url"": ""https://www.federalregister.gov/api/v1/agencies/167"", ""parent_id"": 136, ""slug"": ""federal-energy-regulatory-commission""}]",https://www.federalregister.gov/documents/2026/03/31/2026-06185/combined-notice-of-filings-1,https://www.govinfo.gov/content/pkg/FR-2026-03-31/pdf/2026-06185.pdf,https://public-inspection.federalregister.gov/2026-06185.pdf?1774874715,federal_register,Combined Notice of Filings #1 ,False,29,0,2,Notice,[],[],1,0,0,0,1
2026-06166,Information Collection; Commercial Use of the Woodsy Owl Symbol,Notice,2026-03-31,"In accordance with the Paperwork Reduction Act of 1995, the Forest Service (Agency) is seeking comments from all interested individuals and organizations on the renewal of a currently approved information collection, Commercial Use of the Woodsy Owl Symbol.","Agriculture Department, Forest Service","[{""raw_name"": ""DEPARTMENT OF AGRICULTURE"", ""name"": ""Agriculture Department"", ""id"": 12, ""url"": ""https://www.federalregister.gov/agencies/agriculture-department"", ""json_url"": ""https://www.federalregister.gov/api/v1/agencies/12"", ""parent_id"": null, ""slug"": ""agriculture-department""}, {""raw_name"": ""Forest Service"", ""name"": ""Forest Service"", ""id"": 209, ""url"": ""https://www.federalregister.gov/agencies/forest-service"", ""json_url"": ""https://www.federalregister.gov/api/v1/agencies/209"", ""parent_id"": 12, ""slug"": ""forest-service""}]",https://www.federalregister.gov/documents/2026/03/31/2026-06166/information-collection-commercial-use-of-the-woodsy-owl-symbol,https://www.govinfo.gov/content/pkg/FR-2026-03-31/pdf/2026-06166.pdf,https://public-inspection.federalregister.gov/2026-06166.pdf?1774874713,federal_register,"Information Collection; Commercial Use of the Woodsy Owl Symbol In accordance with the Paperwork Reduction Act of 1995, the Forest Service (Agency) is seeking comments from all interested individuals and organizations on the renewal of a currently approved information collection, Commercial Use of the Woodsy Owl Symbol.",True,63,257,2,Notice,['housing'],[],1,3,1,0,5
2026-06201,"FirstLight CT Housatonic LLC; Notice of Application To Update Shoreline Management Plan Accepted for Filing, Soliciting Comments, Motions To Intervene, and Protests",Notice,2026-03-31,,"Energy Department, Federal Energy Regulatory Commission","[{""raw_name"": ""DEPARTMENT OF ENERGY"", ""name"": ""Energy Department"", ""id"": 136, ""url"": ""https://www.federalregister.gov/agencies/energy-department"", ""json_url"": ""https://www.federalregister.gov/api/v1/agencies/136"", ""parent_id"": null, ""slug"": ""energy-department""}, {""raw_name"": ""Federal Energy Regulatory Commission"", ""name"": ""Federal Energy Regulatory Commission"", ""id"": 167, ""url"": ""https://www.federalregister.gov/agencies/federal-energy-regulatory-commission"", ""json_url"": ""https://www.federalregister.gov/api/v1/agencies/167"", ""parent_id"": 136, ""slug"": ""federal-energy-regulatory-commission""}]",https://www.federalregister.gov/documents/2026/03/31/2026-06201/firstlight-ct-housatonic-llc-notice-of-application-to-update-shoreline-management-plan-accepted-for,https://www.govinfo.gov/content/pkg/FR-2026-03-31/pdf/2026-06201.pdf,https://public-inspection.federalregister.gov/2026-06201.pdf?1774874717,federal_register,"FirstLight CT Housatonic LLC; Notice of Application To Update Shoreline Management Plan Accepted for Filing, Soliciting Comments, Motions To Intervene, and Protests ",False,164,0,2,Notice,[],[],1,0,0,0,1
2026-06198,Notice of Petition for Special Approval of Alternative Standard,Notice,2026-03-31,This document provides the public notice that IS Technology Solutions (IS Tech) petitioned FRA for special approval of an alternative standard concerning single car air brake tests.,"Transportation Department, Federal Railroad Administration","[{""raw_name"": ""DEPARTMENT OF TRANSPORTATION"", ""name"": ""Transportation Department"", ""id"": 492, ""url"": ""https://www.federalregister.gov/agencies/transportation-department"", ""json_url"": ""https://www.federalregister.gov/api/v1/agencies/492"", ""parent_id"": null, ""slug"": ""transportation-department""}, {""raw_name"": ""Federal Railroad Administration"", ""name"": ""Federal Railroad Administration"", ""id"": 185, ""url"": ""https://www.federalregister.gov/agencies/federal-railroad-administration"", ""json_url"": ""https://www.federalregister.gov/api/v1/agencies/185"", ""parent_id"": 492, ""slug"": ""federal-railroad-administration""}]",https://www.federalregister.gov/documents/2026/03/31/2026-06198/notice-of-petition-for-special-approval-of-alternative-standard,https://www.govinfo.gov/content/pkg/FR-2026-03-31/pdf/2026-06198.pdf,https://public-inspection.federalregister.gov/2026-06198.pdf?1774874717,federal_register,Notice of Petition for Special Approval of Alternative Standard This document provides the public notice that IS Technology Solutions (IS Tech) petitioned FRA for special approval of an alternative standard concerning single car air brake tests.,True,63,181,2,Notice,[],[],1,0,1,0,2
2026-06207,Publication of 2026 Tariff-Rate Quota Quantitative Limits Under the United States-Australia Free Trade Agreement,Notice,2026-03-31,"In accordance with the United States-Australia Free Trade Agreement entered into by the United States and the Commonwealth of Australia, the Office of the United States Trade Representative is providing notice of tariff-rate quota quantitative limits of certain tariff subheadings for calendar year 2026.","Trade Representative, Office of United States","[{""raw_name"": ""OFFICE OF THE UNITED STATES TRADE REPRESENTATIVE"", ""name"": ""Trade Representative, Office of United States"", ""id"": 491, ""url"": ""https://www.federalregister.gov/agencies/trade-representative-office-of-united-states"", ""json_url"": ""https://www.federalregister.gov/api/v1/agencies/491"", ""parent_id"": null, ""slug"": ""trade-representative-office-of-united-states""}]",https://www.federalregister.gov/documents/2026/03/31/2026-06207/publication-of-2026-tariff-rate-quota-quantitative-limits-under-the-united-states-australia-free,https://www.govinfo.gov/content/pkg/FR-2026-03-31/pdf/2026-06207.pdf,https://public-inspection.federalregister.gov/2026-06207.pdf?1774874718,federal_register,"Publication of 2026 Tariff-Rate Quota Quantitative Limits Under the United States-Australia Free Trade Agreement In accordance with the United States-Australia Free Trade Agreement entered into by the United States and the Commonwealth of Australia, the Office of the United States Trade Representative is providing notice of tariff-rate quota quantitative limits of certain tariff subheadings for calendar year 2026.",True,112,304,2,Notice,[],[],1,0,1,0,2
2026-06190,Regulatory Issue Summary: Applicability of Requirements During the Movement of Radioactive Material Within a Temporary Jobsite,Notice,2026-03-31,Applicability of Requirements During the Movement of Radioactive Material Within a Temporary Jobsite,Nuclear Regulatory Commission,"[{""raw_name"": ""NUCLEAR REGULATORY COMMISSION"", ""name"": ""Nuclear Regulatory Commission"", ""id"": 383, ""url"": ""https://www.federalregister.gov/agencies/nuclear-regulatory-commission"", ""json_url"": ""https://www.federalregister.gov/api/v1/agencies/383"", ""parent_id"": null, ""slug"": ""nuclear-regulatory-commission""}]",https://www.federalregister.gov/documents/2026/03/31/2026-06190/regulatory-issue-summary-applicability-of-requirements-during-the-movement-of-radioactive-material,https://www.govinfo.gov/content/pkg/FR-2026-03-31/pdf/2026-06190.pdf,https://public-inspection.federalregister.gov/2026-06190.pdf?1774874716,federal_register,Regulatory Issue Summary: Applicability of Requirements During the Movement of Radioactive Material Within a Temporary Jobsite Applicability of Requirements During the Movement of Radioactive Material Within a Temporary Jobsite,True,126,100,1,Notice,[],[],1,0,0,0,1
2026-06228,Notice of Open Public Hearing,Notice,2026-03-31,"Notice is hereby given of the following hearing of the U.S.- China Economic and Security Review Commission. The Commission is mandated by Congress to investigate, assess, and report to Congress annually on ""the national security implications of the economic relationship between the United States and the People's Republic of China."" Pursuant to this mandate, the Commission will hold a public hearing in Washington, DC on April 16, 2026 on ""Pricing the Future: China's Ambitions for Commodities Derivative Markets.""",U.S.-China Economic and Security Review Commission,"[{""raw_name"": ""U.S.-CHINA ECONOMIC AND SECURITY REVIEW COMMISSION"", ""name"": ""U.S.-China Economic and Security Review Commission"", ""id"": 505, ""url"": ""https://www.federalregister.gov/agencies/u-s-china-economic-and-security-review-commission"", ""json_url"": ""https://www.federalregister.gov/api/v1/agencies/505"", ""parent_id"": null, ""slug"": ""u-s-china-economic-and-security-review-commission""}]",https://www.federalregister.gov/documents/2026/03/31/2026-06228/notice-of-open-public-hearing,https://www.govinfo.gov/content/pkg/FR-2026-03-31/pdf/2026-06228.pdf,https://public-inspection.federalregister.gov/2026-06228.pdf?1774874720,federal_register,"Notice of Open Public Hearing Notice is hereby given of the following hearing of the U.S.- China Economic and Security Review Commission. The Commission is mandated by Congress to investigate, assess, and report to Congress annually on ""the national security implications of the economic relationship between the United States and the People's Republic of China."" Pursuant to this mandate, the Commission will hold a public hearing in Washington, DC on April 16, 2026 on ""Pricing the Future: China's Ambitions for Commodities Derivative Markets.""",True,29,516,1,Notice,[],[],1,0,2,0,3
2026-06136,Agency Information Collection Activities; Proposed Collection; Comment Request; Extension: Rule 103,Notice,2026-03-31,,Securities and Exchange Commission,"[{""raw_name"": ""SECURITIES AND EXCHANGE COMMISSION"", ""name"": ""Securities and Exchange Commission"", ""id"": 466, ""url"": ""https://www.federalregister.gov/agencies/securities-and-exchange-commission"", ""json_url"": ""https://www.federalregister.gov/api/v1/agencies/466"", ""parent_id"": null, ""slug"": ""securities-and-exchange-commission""}]",https://www.federalregister.gov/documents/2026/03/31/2026-06136/agency-information-collection-activities-proposed-collection-comment-request-extension-rule-103,https://www.govinfo.gov/content/pkg/FR-2026-03-31/pdf/2026-06136.pdf,https://public-inspection.federalregister.gov/2026-06136.pdf?1774874709,federal_register,Agency Information Collection Activities; Proposed Collection; Comment Request; Extension: Rule 103 ,False,99,0,1,Notice,[],[],1,0,0,0,1
2026-06186,Combined Notice of Filings,Notice,2026-03-31,,"Energy Department, Federal Energy Regulatory Commission","[{""raw_name"": ""DEPARTMENT OF ENERGY"", ""name"": ""Energy Department"", ""id"": 136, ""url"": ""https://www.federalregister.gov/agencies/energy-department"", ""json_url"": ""https://www.federalregister.gov/api/v1/agencies/136"", ""parent_id"": null, ""slug"": ""energy-department""}, {""raw_name"": ""Federal Energy Regulatory Commission"", ""name"": ""Federal Energy Regulatory Commission"", ""id"": 167, ""url"": ""https://www.federalregister.gov/agencies/federal-energy-regulatory-commission"", ""json_url"": ""https://www.federalregister.gov/api/v1/agencies/167"", ""parent_id"": 136, ""slug"": ""federal-energy-regulatory-commission""}]",https://www.federalregister.gov/documents/2026/03/31/2026-06186/combined-notice-of-filings,https://www.govinfo.gov/content/pkg/FR-2026-03-31/pdf/2026-06186.pdf,https://public-inspection.federalregister.gov/2026-06186.pdf?1774874715,federal_register,Combined Notice of Filings ,False,26,0,2,Notice,[],[],1,0,0,0,1
2026-06181,Sunshine Act Meetings,Notice,2026-03-31,Public Meeting: U.S. Election Assistance Commission Standards Board 2026 Annual Meeting.,Election Assistance Commission,"[{""raw_name"": ""ELECTION ASSISTANCE COMMISSION"", ""name"": ""Election Assistance Commission"", ""id"": 127, ""url"": ""https://www.federalregister.gov/agencies/election-assistance-commission"", ""json_url"": ""https://www.federalregister.gov/api/v1/agencies/127"", ""parent_id"": null, ""slug"": ""election-assistance-commission""}]",https://www.federalregister.gov/documents/2026/03/31/2026-06181/sunshine-act-meetings,https://www.govinfo.gov/content/pkg/FR-2026-03-31/pdf/2026-06181.pdf,https://public-inspection.federalregister.gov/2026-06181.pdf?1774624515,federal_register,Sunshine Act Meetings Public Meeting: U.S. Election Assistance Commission Standards Board 2026 Annual Meeting.,True,21,88,1,Notice,[],[],1,0,0,0,1
2026-06221,Submission for OMB Review; Comment Request,Notice,2026-03-31,The DoD has submitted to OMB for clearance the following proposal for collection of information under the provisions of the Paperwork Reduction Act.,"Defense Department, ","[{""raw_name"": ""DEPARTMENT OF DEFENSE"", ""name"": ""Defense Department"", ""id"": 103, ""url"": ""https://www.federalregister.gov/agencies/defense-department"", ""json_url"": ""https://www.federalregister.gov/api/v1/agencies/103"", ""parent_id"": null, ""slug"": ""defense-department""}, {""raw_name"": ""Office of the Secretary""}]",https://www.federalregister.gov/documents/2026/03/31/2026-06221/submission-for-omb-review-comment-request,https://www.govinfo.gov/content/pkg/FR-2026-03-31/pdf/2026-06221.pdf,https://public-inspection.federalregister.gov/2026-06221.pdf?1774874719,federal_register,Submission for OMB Review; Comment Request The DoD has submitted to OMB for clearance the following proposal for collection of information under the provisions of the Paperwork Reduction Act.,True,42,148,1,Notice,[],[],1,0,0,0,1
2026-06216,Proposed Collection; Comment Request,Notice,2026-03-31,"In compliance with the Paperwork Reduction Act of 1995, the United States (U.S.) Army Claims Service announces a proposed public information collection and seeks public comment on the provisions thereof. Comments are invited on: whether the proposed collection of information is necessary for the proper performance of the functions of the agency, including whether the information shall have practical utility; the accuracy of the agency's estimate of the burden of the proposed information collection; ways to enhance the quality, utility, and clarity of the information to be collected; and ways to minimize the burden of the information collection on respondents, including through the use of automated collection techniques or other forms of information technology.","Defense Department, Army Department","[{""raw_name"": ""DEPARTMENT OF DEFENSE"", ""name"": ""Defense Department"", ""id"": 103, ""url"": ""https://www.federalregister.gov/agencies/defense-department"", ""json_url"": ""https://www.federalregister.gov/api/v1/agencies/103"", ""parent_id"": null, ""slug"": ""defense-department""}, {""raw_name"": ""Department of the Army"", ""name"": ""Army Department"", ""id"": 32, ""url"": ""https://www.federalregister.gov/agencies/army-department"", ""json_url"": ""https://www.federalregister.gov/api/v1/agencies/32"", ""parent_id"": 103, ""slug"": ""army-department""}]",https://www.federalregister.gov/documents/2026/03/31/2026-06216/proposed-collection-comment-request,https://www.govinfo.gov/content/pkg/FR-2026-03-31/pdf/2026-06216.pdf,https://public-inspection.federalregister.gov/2026-06216.pdf?1774874719,federal_register,"Proposed Collection; Comment Request In compliance with the Paperwork Reduction Act of 1995, the United States (U.S.) Army Claims Service announces a proposed public information collection and seeks public comment on the provisions thereof. Comments are invited on: whether the proposed collection of information is necessary for the proper performance of the functions of the agency, including whether the information shall have practical utility; the accuracy of the agency's estimate of the burden of the proposed information collection; ways to enhance the quality, utility, and clarity of the information to be collected; and ways to minimize the burden of the information collection on respondents, including through the use of automated collection techniques or other forms of information technology.",True,36,770,2,Notice,[],[],1,0,2,0,3
2026-06148,"Self-Regulatory Organizations; Cboe EDGX Exchange, Inc.; Notice of Filing and Immediate Effectiveness of a Proposed Rule Change To Introduce an Exchange Clock Service",Notice,2026-03-31,,Securities and Exchange Commission,"[{""raw_name"": ""SECURITIES AND EXCHANGE COMMISSION"", ""name"": ""Securities and Exchange Commission"", ""id"": 466, ""url"": ""https://www.federalregister.gov/agencies/securities-and-exchange-commission"", ""json_url"": ""https://www.federalregister.gov/api/v1/agencies/466"", ""parent_id"": null, ""slug"": ""securities-and-exchange-commission""}]",https://www.federalregister.gov/documents/2026/03/31/2026-06148/self-regulatory-organizations-cboe-edgx-exchange-inc-notice-of-filing-and-immediate-effectiveness-of,https://www.govinfo.gov/content/pkg/FR-2026-03-31/pdf/2026-06148.pdf,https://public-inspection.federalregister.gov/2026-06148.pdf?1774874711,federal_register,"Self-Regulatory Organizations; Cboe EDGX Exchange, Inc.; Notice of Filing and Immediate Effectiveness of a Proposed Rule Change To Introduce an Exchange Clock Service ",False,166,0,1,Notice,[],[],1,0,0,0,1
